2024-07-31 20:24:50,20,24,50,25,0.081640,13,			   4.367065,1.774292,137.169800,1.268921,3.394775,109.671021,-4.586792,-1.356812,-144.722900,			   -0.023926,0.143066,1.005371, -0.052246,0.025391,1.017578,			   -0.032959,-0.082397,-0.137329,-0.944824,			   0,0,0,0,			   0.000000,0.000000,9.900000,10.200000,30.200001,
2024-07-31 20:24:50,20,24,50,292,0.087920,14,			   4.389038,1.620483,137.136841,1.290894,3.246460,109.687500,-4.575806,-1.516113,-144.640503,			   -0.014160,0.139160,1.006348, -0.044434,0.024414,1.015625,			   0.131836,0.120850,0.038452,-0.785522,			   0,0,0,0,			   0.000000,0.000000,9.900000,10.200000,30.200001,
2024-07-31 20:24:50,20,24,50,498,0.094200,15,			   4.383545,1.560059,137.147827,1.285400,3.191528,109.720459,-4.592285,-1.565552,-144.569092,			   -0.025879,0.130371,1.010254, -0.055176,0.013672,1.019043,			   0.252686,0.258179,0.093384,-0.670166,			   0,0,0,0,			   0.000000,0.000000,9.900000,10.200000,30.200001,
2024-07-31 20:24:55,20,24,55,19,0.100480,16,			   4.542847,1.889648,137.191772,1.466675,3.499146,109.797363,-4.378052,-1.257935,-144.915161,			   -0.027344,0.139648,1.007324, -0.057129,0.025391,1.016113,			   -0.137329,-0.153809,-0.219727,-1.043701,			   0,0,0,0,			   0.000000,0.000000,10.000000,9.800000,30.100000,
2024-07-31 20:24:55,20,24,55,491,0.106760,17,			   4.559326,1.774292,137.142334,1.477661,3.378296,109.813843,-4.378052,-1.373291,-144.854736,			   -0.025391,0.142090,1.004883, -0.053711,0.025391,1.015625,			   -0.016479,0.021973,-0.060425,-0.906372,			   0,0,0,0,			   0.000000,0.000000,10.000000,9.800000,30.200001,
2024-07-31 20:24:55,20,24,55,723,0.113040,18,			   4.564819,1.653442,137.114868,1.477661,3.262939,109.819336,-4.394531,-1.499634,-144.799805,			   -0.023438,0.143066,1.004395, -0.051270,0.026367,1.016113,			   0.115356,0.175781,0.065918,-0.769043,			   0,0,0,0,			   0.000000,0.000000,10.000000,9.800000,30.200001,
2024-07-31 20:24:56,20,24,56,455,0.119320,19,			   4.581299,2.037964,137.307129,1.576538,3.630981,109.868774,-4.235229,-1.120605,-144.953613,			   -0.033203,0.141113,1.003418, -0.059082,0.027344,1.013672,			   -0.329590,-0.335083,-0.379028,-1.219482,			   0,0,0,0,			   0.000000,0.000000,10.000000,9.800000,30.200001,
2024-07-31 20:24:59,20,24,59,260,0.125600,20,			   4.636230,1.884155,137.186279,1.631470,3.504639,109.940186,-4.207764,-1.268921,-144.959106,			   -0.025391,0.142090,1.007813, -0.058594,0.029297,1.015137,			   -0.120850,-0.181274,-0.197754,-1.049194,			   0,0,0,0,			   0.000000,0.000000,10.000000,9.800000,30.100000,
2024-07-31 20:24:59,20,24,59,557,0.131880,21,			   4.652710,1.708374,137.136841,1.636963,3.328857,109.929199,-4.218750,-1.444702,-144.871216,			   -0.029297,0.142578,1.006348, -0.059082,0.027832,1.018066,			   0.082397,0.038452,0.005493,-0.834961,			   0,0,0,0,			   0.000000,0.000000,9.500000,10.200000,30.100000,
2024-07-31 20:24:59,20,24,59,793,0.138160,22,			   4.625244,1.763306,137.219238,1.631470,3.389282,109.962158,-4.207764,-1.378784,-144.827271,			   -0.038086,0.138672,1.003418, -0.066406,0.027344,1.011230,			   0.054932,0.005493,-0.104370,-0.900879,			   0,0,0,0,			   0.000000,0.000000,9.500000,10.200000,30.100000,
2024-07-31 20:25:00,20,25,0,29,0.144440,23,			   4.691162,1.851196,137.274170,1.724854,3.471680,109.978638,-4.092407,-1.296387,-144.871216,			   -0.029297,0.139648,1.003418, -0.060059,0.027344,1.015625,			   -0.076904,-0.115356,-0.214233,-1.021729,			   0,0,0,0,			   0.000000,0.000000,9.500000,10.200000,30.100000,
2024-07-31 20:25:00,20,25,0,322,0.150720,24,			   4.844971,1.812744,137.213745,1.884155,3.444214,109.951172,-3.933105,-1.334839,-144.904175,			   -0.045410,0.148926,1.011230, -0.074219,0.035645,1.021973,			   -0.324097,-0.428467,-0.488892,-1.301880,			   0,0,0,0,			   0.000000,0.000000,9.500000,9.800000,30.100000,
2024-07-31 20:25:01,20,25,1,688,0.157000,25,			   4.866943,1.862183,136.862183,1.884155,3.493652,109.506226,-3.971558,-1.301880,-144.926147,			   -0.019531,0.147949,1.001465, -0.048828,0.035645,1.011719,			   -0.087891,-0.142822,-0.170288,-1.032715,			   0,0,0,0,			   0.000000,0.000000,9.400000,9.900000,30.100000,
2024-07-31 20:25:01,20,25,1,852,0.163280,26,			   4.877930,1.691895,136.768799,1.900635,3.323364,109.451294,-3.977051,-1.472168,-144.799805,			   -0.020020,0.146484,1.005859, -0.049316,0.031738,1.017578,			   0.104370,0.087891,0.027466,-0.829468,			   0,0,0,0,			   0.000000,0.000000,9.400000,9.900000,30.100000,
2024-07-31 20:25:02,20,25,2,23,0.169560,27,			   4.850464,1.774292,136.834717,1.900635,3.400269,109.445801,-3.955078,-1.400757,-144.700928,			   -0.042969,0.146484,1.003906, -0.072266,0.031738,1.016113,			   0.082397,0.104370,-0.032959,-0.851440,			   0,0,0,0,			   0.000000,0.000000,9.400000,9.900000,30.200001,
2024-07-31 20:25:02,20,25,2,279,0.175840,28,			   4.949341,1.884155,136.851196,2.005005,3.499146,109.407349,-3.834229,-1.312866,-144.711914,			   -0.035645,0.149414,1.007324, -0.063477,0.037109,1.018066,			   -0.071411,-0.027466,-0.159302,-0.994263,			   0,0,0,0,			   0.000000,0.000000,9.800000,9.900000,30.200001,
2024-07-31 20:25:03,20,25,3,442,0.182120,29,			   5.015259,1.939087,137.070923,2.048950,3.554077,109.610596,-3.823242,-1.257935,-144.607544,			   -0.024414,0.153320,1.002441, -0.051270,0.039551,1.013672,			   -0.170288,-0.175781,-0.241699,-1.137085,			   0,0,0,0,			   0.000000,0.000000,9.400000,9.900000,30.200001,
2024-07-31 20:25:03,20,25,3,646,0.188400,30,			   5.037231,1.807251,137.070923,2.059937,3.422241,109.687500,-3.823242,-1.395264,-144.591064,			   -0.026855,0.149902,1.001465, -0.054688,0.036133,1.013672,			   -0.010986,0.010986,-0.071411,-0.972290,			   0,0,0,0,			   0.000000,0.000000,9.400000,9.900000,30.200001,
2024-07-31 20:25:03,20,25,3,829,0.194680,31,			   4.982300,1.763306,137.136841,1.983032,3.378296,109.786377,-3.922119,-1.433716,-144.541626,			   -0.039551,0.144043,1.007813, -0.070801,0.032715,1.016602,			   0.087891,0.126343,-0.027466,-0.889893,			   0,0,0,0,			   0.000000,0.000000,9.400000,9.900000,30.200001,
2024-07-31 20:25:04,20,25,4,136,0.200960,32,			   4.987793,1.961060,137.268677,2.015991,3.581543,109.890747,-3.861694,-1.241455,-144.629517,			   -0.048828,0.149414,1.006348, -0.077637,0.036133,1.015625,			   -0.280151,-0.247192,-0.428467,-1.252441,			   0,0,0,0,			   0.000000,0.000000,9.400000,10.300000,30.200001,
2024-07-31 20:25:05,20,25,5,770,0.207240,33,			   5.048218,1.999512,137.334595,2.059937,3.614502,110.302734,-3.845215,-1.197510,-145.228271,			   -0.037109,0.149902,1.003418, -0.066406,0.035156,1.015137,			   -0.208740,-0.236206,-0.318604,-1.186523,			   0,0,0,0,			   0.000000,0.000000,9.400000,9.800000,30.100000,
2024-07-31 20:25:06,20,25,6,385,0.213520,34,			   5.015259,1.878662,137.323608,2.048950,3.499146,110.363159,-3.856201,-1.307373,-145.206299,			   -0.023438,0.149902,1.005859, -0.054199,0.037598,1.013672,			   -0.082397,-0.131836,-0.192261,-1.071167,			   0,0,0,0,			   0.000000,0.000000,9.400000,10.200000,30.200001,
2024-07-31 20:25:06,20,25,6,593,0.219800,35,			   4.998779,1.790771,137.307129,2.037964,3.422241,110.374146,-3.872681,-1.395264,-145.145874,			   -0.023926,0.147949,1.004883, -0.051758,0.035645,1.019531,			   0.021973,-0.021973,-0.093384,-0.950317,			   0,0,0,0,			   0.000000,0.000000,9.400000,10.200000,30.200001,
2024-07-31 20:25:06,20,25,6,765,0.226080,36,			   4.954834,1.708374,137.329102,2.081909,3.350830,110.451050,-3.812256,-1.488647,-145.008545,			   -0.026855,0.137695,1.010254, -0.060547,0.030273,1.020508,			   0.109863,0.076904,-0.016479,-0.851440,			   0,0,0,0,			   0.000000,0.000000,9.400000,10.200000,30.200001,
2024-07-31 20:25:06,20,25,6,865,0.232360,37,			   4.954834,1.708374,137.329102,2.081909,3.350830,110.451050,-3.812256,-1.488647,-145.008545,			   -0.026855,0.137695,1.010254, -0.060547,0.030273,1.020508,			   0.109863,0.076904,-0.016479,-0.851440,			   0,0,0,0,			   0.000000,0.000000,9.400000,10.200000,30.200001,
2024-07-31 20:25:06,20,25,6,991,0.238640,38,			   5.081177,1.763306,137.279663,2.279663,3.405762,110.440063,-3.598022,-1.455688,-145.101929,			   -0.052246,0.152344,0.999512, -0.082031,0.044922,1.016602,			   0.093384,0.087891,-0.005493,-0.900879,			   0,0,0,0,			   0.000000,0.000000,9.400000,10.200000,30.200001,
2024-07-31 20:25:07,20,25,7,167,0.244920,39,			   4.921875,1.939087,137.252197,2.296143,3.598022,110.407104,-3.570557,-1.268921,-145.294189,			   -0.039063,0.143066,1.002930, -0.069824,0.038086,1.015625,			   -0.087891,-0.208740,-0.236206,-1.142578,			   0,0,0,0,			   0.000000,0.000000,9.400000,10.100000,30.200001,
2024-07-31 20:25:07,20,25,7,335,0.251200,40,			   4.921875,1.939087,137.252197,2.296143,3.598022,110.407104,-3.570557,-1.268921,-145.294189,			   -0.039063,0.143066,1.002930, -0.069824,0.038086,1.015625,			   -0.137329,-0.252686,-0.302124,-1.208496,			   0,0,0,0,			   0.000000,0.000000,9.400000,10.100000,30.200001,
2024-07-31 20:25:07,20,25,7,657,0.257480,41,			   4.801025,2.142334,137.367554,2.334595,3.823242,110.478516,-3.532104,-1.049194,-145.409546,			   -0.039063,0.140625,1.008789, -0.068848,0.041016,1.014160,			   -0.329590,-0.494385,-0.505371,-1.395264,			   0,0,0,0,			   0.000000,0.000000,9.400000,10.100000,30.200001,
2024-07-31 20:25:07,20,25,7,846,0.263760,42,			   4.801025,2.026978,137.362061,2.329102,3.707886,110.494995,-3.543091,-1.159058,-145.404053,			   -0.017090,0.143555,1.005859, -0.048340,0.041016,1.016602,			   -0.263672,-0.406494,-0.411987,-1.296387,			   0,0,0,0,			   0.000000,0.000000,9.400000,10.100000,30.200001,
2024-07-31 20:25:08,20,25,8,9,0.270040,43,			   4.839478,1.950073,137.301636,2.345581,3.619995,110.489502,-3.526611,-1.241455,-145.437012,			   -0.037598,0.144531,1.006836, -0.069336,0.043457,1.021484,			   -0.137329,-0.219727,-0.263672,-1.153564,			   0,0,0,0,			   0.000000,0.000000,9.400000,10.600000,30.200001,
2024-07-31 20:25:08,20,25,8,240,0.276320,44,			   4.773560,2.032471,137.279663,2.268677,3.691406,110.478516,-3.587036,-1.159058,-145.535889,			   -0.037109,0.146484,1.004395, -0.065430,0.044434,1.014160,			   -0.241699,-0.357056,-0.368042,-1.230469,			   0,0,0,0,			   0.000000,0.000000,9.800000,10.600000,30.200001,
2024-07-31 20:25:08,20,25,8,407,0.282600,45,			   4.685669,1.961060,137.279663,2.219238,3.614502,110.500488,-3.625488,-1.224976,-145.541382,			   -0.023438,0.145020,1.002930, -0.050781,0.041504,1.016113,			   -0.186768,-0.313110,-0.318604,-1.175537,			   0,0,0,0,			   0.000000,0.000000,9.800000,10.100000,30.200001,
2024-07-31 20:25:08,20,25,8,543,0.288880,46,			   4.663696,2.032471,137.367554,2.175293,3.669434,110.566406,-3.609009,-1.148071,-145.524902,			   -0.050781,0.139648,1.000977, -0.081543,0.041504,1.011719,			   -0.219727,-0.285645,-0.340576,-1.159058,			   0,0,0,0,			   0.000000,0.000000,9.800000,10.100000,30.100000,
2024-07-31 20:25:08,20,25,8,891,0.295160,47,			   4.713135,2.175293,137.433472,2.219238,3.790283,110.582886,-3.482666,-1.005249,-145.596313,			   -0.036621,0.144043,1.003418, -0.065918,0.044434,1.013184,			   -0.401001,-0.483398,-0.510864,-1.318359,			   0,0,0,0,			   0.000000,0.000000,9.700000,10.100000,30.100000,
2024-07-31 20:25:09,20,25,9,88,0.301440,48,			   4.707642,2.087402,137.416992,2.274170,3.713379,110.610352,-3.438721,-1.098633,-145.579834,			   -0.026367,0.143066,1.007324, -0.056152,0.045410,1.019531,			   -0.324097,-0.411987,-0.433960,-1.268921,			   0,0,0,0,			   0.000000,0.000000,9.700000,10.100000,30.100000,
2024-07-31 20:25:09,20,25,9,238,0.307720,49,			   4.757080,1.944580,137.329102,2.351074,3.581543,110.610352,-3.411255,-1.241455,-145.541382,			   -0.030273,0.145996,1.007813, -0.060547,0.044922,1.020996,			   -0.148315,-0.203247,-0.247192,-1.159058,			   0,0,0,0,			   0.000000,0.000000,9.800000,10.100000,30.100000,
2024-07-31 20:25:09,20,25,9,396,0.314000,50,			   4.773560,1.889648,137.307129,2.373047,3.521118,110.648804,-3.466187,-1.307373,-145.524902,			   -0.022461,0.144043,1.000977, -0.050781,0.045898,1.010254,			   -0.137329,-0.197754,-0.197754,-1.120605,			   0,0,0,0,			   0.000000,0.000000,9.800000,10.100000,30.100000,
2024-07-31 20:25:09,20,25,9,474,0.320280,51,			   4.773560,1.889648,137.307129,2.373047,3.521118,110.648804,-3.466187,-1.307373,-145.524902,			   -0.022461,0.144043,1.000977, -0.050781,0.045898,1.010254,			   -0.137329,-0.197754,-0.197754,-1.120605,			   0,0,0,0,			   0.000000,0.000000,9.800000,10.100000,30.100000,
2024-07-31 20:25:09,20,25,9,550,0.326560,52,			   4.768066,1.829224,137.356567,2.362061,3.471680,110.725708,-3.526611,-1.362305,-145.415039,			   -0.043457,0.135254,1.004883, -0.074219,0.040039,1.013184,			   -0.027466,-0.016479,-0.082397,-0.983276,			   0,0,0,0,			   0.000000,0.000000,9.400000,10.100000,30.100000,
2024-07-31 20:25:09,20,25,9,663,0.332840,53,			   4.768066,1.829224,137.356567,2.362061,3.471680,110.725708,-3.526611,-1.362305,-145.415039,			   -0.043457,0.135254,1.004883, -0.074219,0.040039,1.013184,			   -0.027466,-0.016479,-0.082397,-0.983276,			   0,0,0,0,			   0.000000,0.000000,9.400000,10.100000,30.100000,
2024-07-31 20:25:09,20,25,9,865,0.339120,54,			   4.998779,2.054443,137.400513,2.603760,3.691406,110.747681,-3.312378,-1.159058,-145.552368,			   -0.078125,0.151855,1.002441, -0.108887,0.048340,1.014648,			   -0.225220,-0.219727,-0.236206,-1.213989,			   0,0,0,0,			   0.000000,0.000000,9.400000,9.700000,30.100000,
2024-07-31 20:25:10,20,25,10,615,0.345400,55,			   5.015259,1.988525,137.340088,2.697144,3.641968,110.780640,-3.262939,-1.208496,-145.596313,			   -0.016602,0.151855,1.008301, -0.045410,0.050781,1.019531,			   -0.280151,-0.362549,-0.263672,-1.246948,			   0,0,0,0,			   0.000000,0.000000,9.400000,10.500000,30.100000,
2024-07-31 20:25:10,20,25,10,722,0.351680,56,			   5.015259,1.988525,137.340088,2.697144,3.641968,110.780640,-3.262939,-1.208496,-145.596313,			   -0.016602,0.151855,1.008301, -0.045410,0.050781,1.019531,			   0.126343,0.098877,0.131836,-0.873413,			   0,0,0,0,			   0.000000,0.000000,9.400000,10.500000,30.100000,
2024-07-31 20:25:10,20,25,10,802,0.357960,57,			   4.954834,1.636963,137.208252,2.708130,3.306885,110.775146,-3.251953,-1.538086,-145.453491,			   -0.010254,0.144043,1.006348, -0.040039,0.044922,1.018555,			   0.126343,0.098877,0.131836,-0.873413,			   0,0,0,0,			   0.000000,0.000000,9.400000,10.500000,30.200001,
2024-07-31 20:25:10,20,25,10,884,0.364240,58,			   4.954834,1.636963,137.208252,2.708130,3.306885,110.775146,-3.251953,-1.538086,-145.453491,			   -0.010254,0.144043,1.006348, -0.040039,0.044922,1.018555,			   0.126343,0.098877,0.131836,-0.873413,			   0,0,0,0,			   0.000000,0.000000,9.400000,10.500000,30.200001,
2024-07-31 20:25:10,20,25,10,936,0.370520,59,			   4.954834,1.636963,137.208252,2.708130,3.306885,110.775146,-3.251953,-1.538086,-145.453491,			   -0.010254,0.144043,1.006348, -0.040039,0.044922,1.018555,			   0.236206,0.280151,0.252686,-0.752563,			   0,0,0,0,			   0.000000,0.000000,9.400000,10.500000,30.200001,
2024-07-31 20:25:11,20,25,11,16,0.376800,60,			   4.943848,1.505127,137.175293,2.817993,3.197021,110.780640,-3.109131,-1.658936,-145.376587,			   -0.001465,0.145996,1.001953, -0.036133,0.053223,1.017578,			   0.236206,0.280151,0.252686,-0.752563,			   0,0,0,0,			   0.000000,0.000000,9.300000,10.500000,30.200001,
2024-07-31 20:25:11,20,25,11,109,0.383080,61,			   4.943848,1.505127,137.175293,2.817993,3.197021,110.780640,-3.109131,-1.658936,-145.376587,			   -0.001465,0.145996,1.001953, -0.036133,0.053223,1.017578,			   0.236206,0.280151,0.252686,-0.752563,			   0,0,0,0,			   0.000000,0.000000,9.300000,10.500000,30.200001,
2024-07-31 20:25:11,20,25,11,189,0.389360,62,			   5.081177,1.796265,137.142334,2.993774,3.488159,110.736694,-2.938843,-1.367798,-145.585327,			   -0.036621,0.148438,1.004883, -0.064453,0.047852,1.017578,			   0.016479,0.021973,0.043945,-0.994263,			   0,0,0,0,			   0.000000,0.000000,9.300000,10.100000,30.200001,
2024-07-31 20:25:11,20,25,11,317,0.395640,63,			   5.081177,1.796265,137.142334,2.993774,3.488159,110.736694,-2.938843,-1.367798,-145.585327,			   -0.036621,0.148438,1.004883, -0.064453,0.047852,1.017578,			   0.016479,0.021973,0.043945,-0.994263,			   0,0,0,0,			   0.000000,0.000000,9.300000,10.100000,30.200001,
2024-07-31 20:25:11,20,25,11,455,0.401920,64,			   4.899902,2.054443,137.268677,2.977295,3.768311,110.786133,-2.900391,-1.076660,-145.623779,			   -0.045410,0.145996,1.001465, -0.077148,0.054199,1.010254,			   -0.208740,-0.285645,-0.269165,-1.296387,			   0,0,0,0,			   0.000000,0.000000,9.700000,10.100000,30.200001,
2024-07-31 20:25:11,20,25,11,675,0.408200,65,			   4.894409,2.125854,137.279663,3.114624,3.850708,110.813599,-2.757568,-1.005249,-145.656738,			   -0.035645,0.145508,1.003418, -0.064453,0.053223,1.014648,			   -0.357056,-0.390015,-0.390015,-1.433716,			   0,0,0,0,			   0.000000,0.000000,9.700000,10.000000,30.200001,
2024-07-31 20:25:12,20,25,12,390,0.414480,66,			   4.916382,2.169800,137.147827,3.202515,3.889160,110.725708,-2.669678,-0.988770,-145.816040,			   -0.031250,0.151855,1.009766, -0.060059,0.060547,1.021973,			   -0.428467,-0.472412,-0.433960,-1.488647,			   0,0,0,0,			   0.000000,0.000000,9.800000,10.000000,30.200001,
2024-07-31 20:25:12,20,25,12,626,0.420760,67,			   4.899902,1.988525,137.070923,3.202515,3.696899,110.720215,-2.669678,-1.186523,-145.772095,			   -0.014648,0.148438,1.004883, -0.045898,0.058105,1.016602,			   -0.252686,-0.274658,-0.236206,-1.290894,			   0,0,0,0,			   0.000000,0.000000,9.300000,10.000000,30.200001,
2024-07-31 20:25:12,20,25,12,754,0.427040,68,			   4.844971,1.653442,136.928101,3.208008,3.361816,110.692749,-2.669678,-1.510620,-145.662231,			   -0.009277,0.146973,0.998047, -0.039551,0.059082,1.010742,			   0.120850,0.115356,0.120850,-0.933838,			   0,0,0,0,			   0.000000,0.000000,9.300000,10.000000,30.200001,
2024-07-31 20:25:12,20,25,12,852,0.433320,69,			   4.844971,1.653442,136.928101,3.208008,3.361816,110.692749,-2.669678,-1.510620,-145.662231,			   -0.009277,0.146973,0.998047, -0.039551,0.059082,1.010742,			   0.120850,0.115356,0.120850,-0.933838,			   0,0,0,0,			   0.000000,0.000000,9.300000,10.000000,30.200001,
2024-07-31 20:25:12,20,25,12,906,0.439600,70,			   4.844971,1.653442,136.928101,3.208008,3.361816,110.692749,-2.669678,-1.510620,-145.662231,			   -0.009277,0.146973,0.998047, -0.039551,0.059082,1.010742,			   0.120850,0.115356,0.120850,-0.933838,			   0,0,0,0,			   0.000000,0.000000,9.300000,10.000000,30.200001,
2024-07-31 20:25:13,20,25,13,5,0.445880,71,			   4.833984,1.675415,136.966553,3.295898,3.383789,110.709229,-2.559814,-1.483154,-145.623779,			   -0.021484,0.155273,1.003418, -0.053711,0.070313,1.013672,			   0.065918,0.120850,0.076904,-0.917358,			   0,0,0,0,			   0.000000,0.000000,9.300000,10.000000,30.200001,
2024-07-31 20:25:13,20,25,13,135,0.452160,72,			   4.833984,1.675415,136.966553,3.295898,3.383789,110.709229,-2.559814,-1.483154,-145.623779,			   -0.021484,0.155273,1.003418, -0.053711,0.070313,1.013672,			   -0.351563,-0.494385,-0.384521,-1.433716,			   0,0,0,0,			   0.000000,0.000000,9.300000,10.000000,30.200001,
2024-07-31 20:25:14,20,25,14,65,0.458440,73,			   4.707642,1.939087,136.867676,3.356323,3.652954,110.571899,-2.482910,-1.224976,-145.870972,			   -0.019043,0.144043,1.003418, -0.049316,0.061035,1.016113,			   -0.175781,-0.219727,-0.192261,-1.230469,			   0,0,0,0,			   0.000000,0.000000,9.300000,10.500000,30.200001,
2024-07-31 20:25:14,20,25,14,208,0.464720,74,			   4.696655,1.796265,136.807251,3.367310,3.515625,110.549927,-2.488403,-1.367798,-145.821533,			   -0.021484,0.142090,1.003906, -0.052246,0.058594,1.015137,			   -0.005493,-0.010986,-0.016479,-1.065674,			   0,0,0,0,			   0.000000,0.000000,9.300000,10.500000,30.200001,
2024-07-31 20:25:14,20,25,14,330,0.471000,75,			   4.696655,1.796265,136.807251,3.367310,3.515625,110.549927,-2.488403,-1.367798,-145.821533,			   -0.021484,0.142090,1.003906, -0.052246,0.058594,1.015137,			   0.060425,0.087891,0.038452,-0.966797,			   0,0,0,0,			   0.000000,0.000000,9.300000,10.500000,30.200001,
2024-07-31 20:25:14,20,25,14,435,0.477280,76,			   4.647217,1.735840,136.812744,3.405762,3.460693,110.555420,-2.488403,-1.428223,-145.733643,			   -0.028809,0.137207,1.001953, -0.057617,0.058105,1.010254,			   0.060425,0.087891,0.038452,-0.966797,			   0,0,0,0,			   0.000000,0.000000,9.300000,10.500000,30.200001,
2024-07-31 20:25:14,20,25,14,524,0.483560,77,			   4.647217,1.735840,136.812744,3.405762,3.460693,110.555420,-2.488403,-1.428223,-145.733643,			   -0.028809,0.137207,1.001953, -0.057617,0.058105,1.010254,			   0.115356,0.203247,0.148315,-0.884399,			   0,0,0,0,			   0.000000,0.000000,9.300000,10.500000,30.200001,
2024-07-31 20:25:14,20,25,14,605,0.489840,78,			   4.784546,1.691895,136.768799,3.581543,3.411255,110.538940,-2.367554,-1.494141,-145.717163,			   -0.055664,0.154297,1.012695, -0.086426,0.067871,1.023926,			   0.115356,0.203247,0.148315,-0.884399,			   0,0,0,0,			   0.000000,0.000000,9.300000,10.000000,30.200001,
2024-07-31 20:25:14,20,25,14,713,0.496120,79,			   4.784546,1.691895,136.768799,3.581543,3.411255,110.538940,-2.367554,-1.494141,-145.717163,			   -0.055664,0.154297,1.012695, -0.086426,0.067871,1.023926,			   0.115356,0.203247,0.148315,-0.884399,			   0,0,0,0,			   0.000000,0.000000,9.300000,10.000000,30.200001,
2024-07-31 20:25:14,20,25,14,800,0.502400,80,			   4.729614,1.856689,136.801758,3.372803,3.565063,110.505981,-2.719116,-1.323853,-145.761108,			   -0.030273,0.140137,1.000488, -0.059570,0.060547,1.009766,			   -0.093384,-0.082397,-0.120850,-1.181030,			   0,0,0,0,			   0.000000,0.000000,9.700000,10.000000,30.200001,
